dataset_source,dataset_version,mode,category,original_relative_path,current_relative_path,original_filename,raw_label,normalized_label_ar,label_key,variant_index,extension,sha256,size_bytes,duration_seconds,fps,frame_count,width,height,readable,validation_errors,split
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/آلَةُ تَصْويرٍ.mp4,raw/mosl_videos_dataset_Diverse/آلَةُ تَصْويرٍ.mp4,آلَةُ تَصْويرٍ.mp4,آلَةُ تَصْويرٍ,آلَةُ تَصْويرٍ,الة_تصوير,1,.mp4,a2fc30db35a46832d5c15a6662c05b418450e359d72fd1346b0658d68c7cf6f9,74007,2.76,25.0,69,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/آلَةُ حِلَاقَةٍ كَهْرَبَائِيَّةٌ.mp4,raw/mosl_videos_dataset_Diverse/آلَةُ حِلَاقَةٍ كَهْرَبَائِيَّةٌ.mp4,آلَةُ حِلَاقَةٍ كَهْرَبَائِيَّةٌ.mp4,آلَةُ حِلَاقَةٍ كَهْرَبَائِيَّةٌ,آلَةُ حِلَاقَةٍ كَهْرَبَائِيَّةٌ,الة_حلاقة_كهربايية,1,.mp4,c8c301888b776589f716ac71c09c7965472f9161067b9fc5ad51625d6af407ff,73607,4.2,25.0,105,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/آلَةُ خِيَاطَةٍ.mp4,raw/mosl_videos_dataset_Diverse/آلَةُ خِيَاطَةٍ.mp4,آلَةُ خِيَاطَةٍ.mp4,آلَةُ خِيَاطَةٍ,آلَةُ خِيَاطَةٍ,الة_خياطة,1,.mp4,8c205646b46702bef82279687d8f8d7f76521933d32f1ccf9826f48f09dbc5fd,97010,3.44,25.0,86,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/آلَةُ قِيَاسِ الوَزْنِ (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/آلَةُ قِيَاسِ الوَزْنِ (إِشَارَة 1).mp4,آلَةُ قِيَاسِ الوَزْنِ (إِشَارَة 1).mp4,آلَةُ قِيَاسِ الوَزْنِ (إِشَارَة 1),آلَةُ قِيَاسِ الوَزْنِ,الة_قياس_الوزن,1,.mp4,662c6d9bceb5467068261b015cbcc4bcbd803912a66bf51c2036085a49bcdbd8,93404,3.96,25.0,99,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/آلَةُ قِيَاسِ الوَزْنِ (إِشَارَة 2).mp4,raw/mosl_videos_dataset_Diverse/آلَةُ قِيَاسِ الوَزْنِ (إِشَارَة 2).mp4,آلَةُ قِيَاسِ الوَزْنِ (إِشَارَة 2).mp4,آلَةُ قِيَاسِ الوَزْنِ (إِشَارَة 2),آلَةُ قِيَاسِ الوَزْنِ,الة_قياس_الوزن,2,.mp4,a85163f8bd800e86633b9e7701357ce5ee03357af676ed3733748e06c599621a,110252,3.44,25.0,86,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَبٌ (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/أَبٌ (إِشَارَة 1).mp4,أَبٌ (إِشَارَة 1).mp4,أَبٌ (إِشَارَة 1),أَبٌ,اب,1,.mp4,22cab49e1de769692d5af2e09d6540078d2977b4a24631c72dbef5125173a92d,64315,3.52,25.0,88,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَبٌ (إِشَارَة 2).mp4,raw/mosl_videos_dataset_Diverse/أَبٌ (إِشَارَة 2).mp4,أَبٌ (إِشَارَة 2).mp4,أَبٌ (إِشَارَة 2),أَبٌ,اب,2,.mp4,dd5fe3f232a795c106c4b6421340ae527bed3058a53a9ec796a3793aef75dfe8,73701,3.2,25.0,80,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَبٌ (إِشَارَة 3).mp4,raw/mosl_videos_dataset_Diverse/أَبٌ (إِشَارَة 3).mp4,أَبٌ (إِشَارَة 3).mp4,أَبٌ (إِشَارَة 3),أَبٌ,اب,3,.mp4,7feb6b89247ef97d511da39e77ef292e8761c02390776f30a87eb582d196e64a,55997,2.56,25.0,64,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَبٌ (إِشَارَة 4).mp4,raw/mosl_videos_dataset_Diverse/أَبٌ (إِشَارَة 4).mp4,أَبٌ (إِشَارَة 4).mp4,أَبٌ (إِشَارَة 4),أَبٌ,اب,4,.mp4,e963c53744d4b1f5b9c4f68f9f86ae7c8cc7c054f004baa1f2bb032c1d0b9070,98647,4.633333,30.0,139,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَبٌ (إِشَارَة 5).mp4,raw/mosl_videos_dataset_Diverse/أَبٌ (إِشَارَة 5).mp4,أَبٌ (إِشَارَة 5).mp4,أَبٌ (إِشَارَة 5),أَبٌ,اب,5,.mp4,ecaab54189f00d810a00c6bb4d6e0f7402dae7dab7b98c5c4a6410e2950696d3,66213,2.6,25.0,65,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَبَدًا.mp4,raw/mosl_videos_dataset_Diverse/أَبَدًا.mp4,أَبَدًا.mp4,أَبَدًا,أَبَدًا,ابدا,1,.mp4,9e1c3fd4b3dcd49edf99e052b0b337ba608d33671ee77955bc0f5492621fdbc7,66380,2.92,25.0,73,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَبْجَدِيَّةٌ (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/أَبْجَدِيَّةٌ (إِشَارَة 1).mp4,أَبْجَدِيَّةٌ (إِشَارَة 1).mp4,أَبْجَدِيَّةٌ (إِشَارَة 1),أَبْجَدِيَّةٌ,ابجدية,1,.mp4,a3318142a6cc69a6848dea4ce0838ce2d0c960f09769992ac5c45389ba462478,105551,5.08,25.0,127,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَبْجَدِيَّةٌ (إِشَارَة 2).mp4,raw/mosl_videos_dataset_Diverse/أَبْجَدِيَّةٌ (إِشَارَة 2).mp4,أَبْجَدِيَّةٌ (إِشَارَة 2).mp4,أَبْجَدِيَّةٌ (إِشَارَة 2),أَبْجَدِيَّةٌ,ابجدية,2,.mp4,8a6d9870a520b14a0ec0f1ea1081c25fc9b8e170fc2e71ca17159c6d78a6caa5,109174,5.333333,30.0,160,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَبْجَدِيَّةٌ (إِشَارَة 3).mp4,raw/mosl_videos_dataset_Diverse/أَبْجَدِيَّةٌ (إِشَارَة 3).mp4,أَبْجَدِيَّةٌ (إِشَارَة 3).mp4,أَبْجَدِيَّةٌ (إِشَارَة 3),أَبْجَدِيَّةٌ,ابجدية,3,.mp4,292f91da858e4eb4b533d38326a61bcada05b0ee72d3fd142dfe9d9136680572,101695,4.533333,30.0,136,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَبْيَضُ (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/أَبْيَضُ (إِشَارَة 1).mp4,أَبْيَضُ (إِشَارَة 1).mp4,أَبْيَضُ (إِشَارَة 1),أَبْيَضُ,ابيض,1,.mp4,f554f5f84ed211ce59737be63f742414b608f9acecc99dae20edaa483d017272,65671,2.28,25.0,57,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَبْيَضُ (إِشَارَة 2).mp4,raw/mosl_videos_dataset_Diverse/أَبْيَضُ (إِشَارَة 2).mp4,أَبْيَضُ (إِشَارَة 2).mp4,أَبْيَضُ (إِشَارَة 2),أَبْيَضُ,ابيض,2,.mp4,4b0da8c5d63d54803b9bb5c7f924d21e400f7a1ef3cf979fa56131123e462aa9,80528,3.56,25.0,89,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَثَاثٌ (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/أَثَاثٌ (إِشَارَة 1).mp4,أَثَاثٌ (إِشَارَة 1).mp4,أَثَاثٌ (إِشَارَة 1),أَثَاثٌ,اثاث,1,.mp4,a8ec15d5fc59dd217b98b2966dd5f4d7dde3132dee81c32628f9ad42a8249ee8,115408,3.4,25.0,85,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَثَاثٌ (إِشَارَة 2).mp4,raw/mosl_videos_dataset_Diverse/أَثَاثٌ (إِشَارَة 2).mp4,أَثَاثٌ (إِشَارَة 2).mp4,أَثَاثٌ (إِشَارَة 2),أَثَاثٌ,اثاث,2,.mp4,0095041effa6084aa91a2c7d128ff03a1bc500ec89b0237379a893a54be0ca37,97323,3.12,25.0,78,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَثَاثٌ (إِشَارَة 3).mp4,raw/mosl_videos_dataset_Diverse/أَثَاثٌ (إِشَارَة 3).mp4,أَثَاثٌ (إِشَارَة 3).mp4,أَثَاثٌ (إِشَارَة 3),أَثَاثٌ,اثاث,3,.mp4,d220df5c4cc5616ddf17e19976f40e36a4249eda075040e1c8518565dd399160,116425,5.4,30.0,162,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَثْنَاءَ (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/أَثْنَاءَ (إِشَارَة 1).mp4,أَثْنَاءَ (إِشَارَة 1).mp4,أَثْنَاءَ (إِشَارَة 1),أَثْنَاءَ,اثناء,1,.mp4,321516a350a8b4e13013a3e7c2d75b51cd296e4dfa08b48095fba837d7d88126,95295,3.64,25.0,91,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَثْنَاءَ (إِشَارَة 2).mp4,raw/mosl_videos_dataset_Diverse/أَثْنَاءَ (إِشَارَة 2).mp4,أَثْنَاءَ (إِشَارَة 2).mp4,أَثْنَاءَ (إِشَارَة 2),أَثْنَاءَ,اثناء,2,.mp4,3b9cd041d75b769fc79dc3905db913b549fa0d16bd4d6515e2e020b6bbc042ad,77816,3.92,25.0,98,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَثْنَاءَ (إِشَارَة 3).mp4,raw/mosl_videos_dataset_Diverse/أَثْنَاءَ (إِشَارَة 3).mp4,أَثْنَاءَ (إِشَارَة 3).mp4,أَثْنَاءَ (إِشَارَة 3),أَثْنَاءَ,اثناء,3,.mp4,54d65db21f1f18a1f6ed1a459fed975a7b31d52678c6568a525c03ae45596e3d,105312,4.366667,30.0,131,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَجَازَ.mp4,raw/mosl_videos_dataset_Diverse/أَجَازَ.mp4,أَجَازَ.mp4,أَجَازَ,أَجَازَ,اجاز,1,.mp4,186da72e80289c0fcb372465d95f80b63dd777220bb1b608c0c66e989342d346,109131,3.176,29.596977,94,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَجَّلَ (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/أَجَّلَ (إِشَارَة 1).mp4,أَجَّلَ (إِشَارَة 1).mp4,أَجَّلَ (إِشَارَة 1),أَجَّلَ,اجل,1,.mp4,3499baa96a4f751405bae29382c9666917179f29069d79f7b4825bff0a90ea3c,78045,2.48,25.0,62,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَجَّلَ (إِشَارَة 2).mp4,raw/mosl_videos_dataset_Diverse/أَجَّلَ (إِشَارَة 2).mp4,أَجَّلَ (إِشَارَة 2).mp4,أَجَّلَ (إِشَارَة 2),أَجَّلَ,اجل,2,.mp4,889eb5cdb195d4f5b26c4936334bb10cc2cc162622d06603de4216e7f875647d,110028,4.966667,30.0,149,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَجَّلَ (إِشَارَة 3).mp4,raw/mosl_videos_dataset_Diverse/أَجَّلَ (إِشَارَة 3).mp4,أَجَّلَ (إِشَارَة 3).mp4,أَجَّلَ (إِشَارَة 3),أَجَّلَ,اجل,3,.mp4,f3ead866d5351c3e25ee52f2c2e6ebd323fe2f7965f056f320e2b4b6bb43445f,87201,3.08,25.0,77,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَجْدَادٌ (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/أَجْدَادٌ (إِشَارَة 1).mp4,أَجْدَادٌ (إِشَارَة 1).mp4,أَجْدَادٌ (إِشَارَة 1),أَجْدَادٌ,اجداد,1,.mp4,64b3f3715ba6a120d314bed5d480f2175822c95e942a8cfb9c79fe196460270d,171047,4.52,25.0,113,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَجْدَادٌ (إِشَارَة 2).mp4,raw/mosl_videos_dataset_Diverse/أَجْدَادٌ (إِشَارَة 2).mp4,أَجْدَادٌ (إِشَارَة 2).mp4,أَجْدَادٌ (إِشَارَة 2),أَجْدَادٌ,اجداد,2,.mp4,557c4a777b09209dfe77ba9b285002e0f2b4fffc44cc2d9c30b0db723c9a0d80,128621,5.666667,30.0,170,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَجْنَبِي (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/أَجْنَبِي (إِشَارَة 1).mp4,أَجْنَبِي (إِشَارَة 1).mp4,أَجْنَبِي (إِشَارَة 1),أَجْنَبِي,اجنبي,1,.mp4,d79764c52ed4b99e95e8e779dda56bae3f89c32708910c3a64a70644c326ea53,84276,2.8,25.0,70,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَجْنَبِي (إِشَارَة 2).mp4,raw/mosl_videos_dataset_Diverse/أَجْنَبِي (إِشَارَة 2).mp4,أَجْنَبِي (إِشَارَة 2).mp4,أَجْنَبِي (إِشَارَة 2),أَجْنَبِي,اجنبي,2,.mp4,0b2d55229c22fcb615619b18659790752efa9ad9de40b08bba713edf8d8a8e3f,124787,5.066667,30.0,152,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَجْنَبِي (إِشَارَة 3).mp4,raw/mosl_videos_dataset_Diverse/أَجْنَبِي (إِشَارَة 3).mp4,أَجْنَبِي (إِشَارَة 3).mp4,أَجْنَبِي (إِشَارَة 3),أَجْنَبِي,اجنبي,3,.mp4,c66373b292d1b337fc7544ba2f7a37f2f31bba381447c71398f0d0fb0a38754c,102304,2.92,25.0,73,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَجْنَبِي (إِشَارَة 4).mp4,raw/mosl_videos_dataset_Diverse/أَجْنَبِي (إِشَارَة 4).mp4,أَجْنَبِي (إِشَارَة 4).mp4,أَجْنَبِي (إِشَارَة 4),أَجْنَبِي,اجنبي,4,.mp4,803c074ff17ad61819bc0eef607b272461bf738c62c52652af734d4446450d75,101951,4.966667,30.0,149,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَجْهَشَ (بِالْبُكَاءِ) (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/أَجْهَشَ (بِالْبُكَاءِ) (إِشَارَة 1).mp4,أَجْهَشَ (بِالْبُكَاءِ) (إِشَارَة 1).mp4,أَجْهَشَ (بِالْبُكَاءِ) (إِشَارَة 1),أَجْهَشَ (بِالْبُكَاءِ),اجهش_بالبكاء,1,.mp4,4bc81f9a56cb44fbac0c016630aa0eabecbc17e30e2348859ca44d4e74a6dcc0,131873,4.08,25.0,102,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَجْهَشَ (بِالْبُكَاءِ) (إِشَارَة 2).mp4,raw/mosl_videos_dataset_Diverse/أَجْهَشَ (بِالْبُكَاءِ) (إِشَارَة 2).mp4,أَجْهَشَ (بِالْبُكَاءِ) (إِشَارَة 2).mp4,أَجْهَشَ (بِالْبُكَاءِ) (إِشَارَة 2),أَجْهَشَ (بِالْبُكَاءِ),اجهش_بالبكاء,2,.mp4,ddfae7a91905cb10f2a42a3089deca398c5d4fc57f6a19cf8cf927dcbd5e53d8,179020,5.16,25.0,129,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَجْهَشَ (بِالْبُكَاءِ) (إِشَارَة 3).mp4,raw/mosl_videos_dataset_Diverse/أَجْهَشَ (بِالْبُكَاءِ) (إِشَارَة 3).mp4,أَجْهَشَ (بِالْبُكَاءِ) (إِشَارَة 3).mp4,أَجْهَشَ (بِالْبُكَاءِ) (إِشَارَة 3),أَجْهَشَ (بِالْبُكَاءِ),اجهش_بالبكاء,3,.mp4,df290fb4039813737d81d0a32e0ce562b8d11d92ae8b00d6eba9c227fff3aa07,114278,4.12,25.0,103,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَحَبَّ (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/أَحَبَّ (إِشَارَة 1).mp4,أَحَبَّ (إِشَارَة 1).mp4,أَحَبَّ (إِشَارَة 1),أَحَبَّ,احب,1,.mp4,6efeffd0d436d93e4b1f836389e59997c98cbbaac0cc47600c39d7bd42a44d26,71027,3.2,25.0,80,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَحَبَّ (إِشَارَة 2).mp4,raw/mosl_videos_dataset_Diverse/أَحَبَّ (إِشَارَة 2).mp4,أَحَبَّ (إِشَارَة 2).mp4,أَحَبَّ (إِشَارَة 2),أَحَبَّ,احب,2,.mp4,9887333505c8b7a2b006ad55a9209c0943f0f58f712663f6c5445e30f9c7ceed,97535,5.466667,30.0,164,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَحَبَّ (إِشَارَة 3).mp4,raw/mosl_videos_dataset_Diverse/أَحَبَّ (إِشَارَة 3).mp4,أَحَبَّ (إِشَارَة 3).mp4,أَحَبَّ (إِشَارَة 3),أَحَبَّ,احب,3,.mp4,ae8537f9f247bcea4c9ae114aa47f704eab6f611bfeadc7b42559af01fe0383a,83255,4.7,30.0,141,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَحَبَّ (إِشَارَة 4).mp4,raw/mosl_videos_dataset_Diverse/أَحَبَّ (إِشَارَة 4).mp4,أَحَبَّ (إِشَارَة 4).mp4,أَحَبَّ (إِشَارَة 4),أَحَبَّ,احب,4,.mp4,0087c8c673aa542a9bc06083d4bc140ae56420ef9506d598979701a7ce61885e,84787,4.6,30.0,138,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/أَحَبَّ (إِشَارَة 5).mp4,raw/mosl_videos_dataset_Diverse/أَحَبَّ (إِشَارَة 5).mp4,أَحَبَّ (إِشَارَة 5).mp4,أَحَبَّ (إِشَارَة 5),أَحَبَّ,احب,5,.mp4,91a94128b88fb783ce465bae4ca9bcbc3db1c16f556ef1bce03667ac380609ea,51167,3.12,25.0,78,460,460,True,,
